T_K,T_C,J_MA_cm2,L_um,MTTF_hours
510.38,237.23,4.0,600.0,17.18229670982785
510.38,237.23,8.0,5.0,36.79781777372954
510.38,237.23,8.0,15.0,7.198378235994778
510.38,237.23,8.0,25.0,7.453335566539255
510.38,237.23,8.0,35.0,9.717719363187134
510.38,237.23,8.0,40.0,7.930223300084171
510.38,237.23,8.0,50.0,7.902687350941161
510.38,237.23,8.0,65.0,7.2525668621713315
510.38,237.23,8.0,90.0,7.3654158796977995
510.38,237.23,8.0,130.0,7.772999935715602
510.38,237.23,8.0,200.0,6.063271053067748
510.38,237.23,8.0,350.0,7.746377029161054
510.38,237.23,8.0,600.0,5.501735184738253
512.69,239.54,0.5,5.0,
512.69,239.54,0.5,15.0,
512.69,239.54,0.5,25.0,
512.69,239.54,0.5,35.0,
512.69,239.54,0.5,40.0,
512.69,239.54,0.5,50.0,
512.69,239.54,0.5,65.0,7147.660680220164
512.69,239.54,0.5,90.0,1612.8519434150505
512.69,239.54,0.5,130.0,886.1897534496818
512.69,239.54,0.5,200.0,745.1667388061769
512.69,239.54,0.5,350.0,575.3664026047893
512.69,239.54,0.5,600.0,495.1898219787706
512.69,239.54,1.0,5.0,
512.69,239.54,1.0,15.0,
512.69,239.54,1.0,25.0,
512.69,239.54,1.0,35.0,981.9218767659693
512.69,239.54,1.0,40.0,501.367757125041
512.69,239.54,1.0,50.0,388.1353673254536
512.69,239.54,1.0,65.0,231.173889661754
512.69,239.54,1.0,90.0,246.8807616482801
512.69,239.54,1.0,130.0,161.06148982141653
512.69,239.54,1.0,200.0,159.8472232383015
512.69,239.54,1.0,350.0,147.3138669056882
512.69,239.54,1.0,600.0,189.94016772703682
512.69,239.54,2.0,5.0,
512.69,239.54,2.0,15.0,
512.69,239.54,2.0,25.0,119.56056218531089
512.69,239.54,2.0,35.0,77.15717177695419
512.69,239.54,2.0,40.0,78.47658980070656
512.69,239.54,2.0,50.0,47.39823101500242
512.69,239.54,2.0,65.0,58.78478376026792
512.69,239.54,2.0,90.0,73.69518755273717
512.69,239.54,2.0,130.0,52.48057566801344
512.69,239.54,2.0,200.0,49.70658069322903
512.69,239.54,2.0,350.0,51.62523975378121
512.69,239.54,2.0,600.0,53.39127858707439
512.69,239.54,4.0,5.0,
512.69,239.54,4.0,15.0,23.188938181212364
512.69,239.54,4.0,25.0,17.365303391417367
512.69,239.54,4.0,35.0,20.549856054801587
512.69,239.54,4.0,40.0,17.29739766670417
512.69,239.54,4.0,50.0,22.409184667842453
512.69,239.54,4.0,65.0,16.868944862696633
512.69,239.54,4.0,90.0,12.768484066151927
512.69,239.54,4.0,130.0,13.727066198343314
512.69,239.54,4.0,200.0,10.760887101159689
512.69,239.54,4.0,350.0,15.43582107184519
512.69,239.54,4.0,600.0,15.401568408207709
512.69,239.54,8.0,5.0,22.687108384706455
512.69,239.54,8.0,15.0,9.475275473342682
512.69,239.54,8.0,25.0,8.511930783415478
512.69,239.54,8.0,35.0,6.599159667017417
512.69,239.54,8.0,40.0,4.842387666615215
512.69,239.54,8.0,50.0,7.1687096586276535
512.69,239.54,8.0,65.0,6.971980639010465
512.69,239.54,8.0,90.0,6.607069722968016
512.69,239.54,8.0,130.0,7.211408173657785
512.69,239.54,8.0,200.0,5.172601178824788
512.69,239.54,8.0,350.0,8.258618327595148
512.69,239.54,8.0,600.0,5.267349769299468
515.0,241.85,0.5,5.0,
515.0,241.85,0.5,15.0,
515.0,241.85,0.5,25.0,
515.0,241.85,0.5,35.0,
515.0,241.85,0.5,40.0,
515.0,241.85,0.5,50.0,
515.0,241.85,0.5,65.0,6854.362780651487
515.0,241.85,0.5,90.0,1097.5305370673782
515.0,241.85,0.5,130.0,761.1324116051624
515.0,241.85,0.5,200.0,845.0857277847282
515.0,241.85,0.5,350.0,546.8776442587142
515.0,241.85,0.5,600.0,593.8678029817414
515.0,241.85,1.0,5.0,
515.0,241.85,1.0,15.0,
515.0,241.85,1.0,25.0,
515.0,241.85,1.0,35.0,965.9086384819253
515.0,241.85,1.0,40.0,524.3536875962102
515.0,241.85,1.0,50.0,408.4967980056241
515.0,241.85,1.0,65.0,238.68774225801968
515.0,241.85,1.0,90.0,152.928453403694
515.0,241.85,1.0,130.0,153.46830228181366
515.0,241.85,1.0,200.0,170.17264559492085
515.0,241.85,1.0,350.0,154.5556645624826
515.0,241.85,1.0,600.0,110.8136932635225
515.0,241.85,2.0,5.0,
515.0,241.85,2.0,15.0,
515.0,241.85,2.0,25.0,91.89072991680109
515.0,241.85,2.0,35.0,65.71442003582703
515.0,241.85,2.0,40.0,62.062627055554856
515.0,241.85,2.0,50.0,47.619803019510265
515.0,241.85,2.0,65.0,48.47602748771453
515.0,241.85,2.0,90.0,44.07932196905595
515.0,241.85,2.0,130.0,52.00256841463186
515.0,241.85,2.0,200.0,50.013378368698795
515.0,241.85,2.0,350.0,41.88349573701396
515.0,241.85,2.0,600.0,39.62549156307507
515.0,241.85,4.0,5.0,
515.0,241.85,4.0,15.0,28.76777957954681
515.0,241.85,4.0,25.0,17.80196504004674
515.0,241.85,4.0,35.0,15.093397754197783
515.0,241.85,4.0,40.0,15.055243748421722
515.0,241.85,4.0,50.0,15.065647073913171
515.0,241.85,4.0,65.0,13.372514196159592
515.0,241.85,4.0,90.0,15.743703062016282
515.0,241.85,4.0,130.0,16.676506631455617
515.0,241.85,4.0,200.0,11.533739812042256
515.0,241.85,4.0,350.0,14.447927408831653
515.0,241.85,4.0,600.0,13.800551868156164
515.0,241.85,8.0,5.0,22.912085970633733
515.0,241.85,8.0,15.0,7.241911104441585
515.0,241.85,8.0,25.0,5.148075299342095
515.0,241.85,8.0,35.0,5.04357002442186
515.0,241.85,8.0,40.0,6.031510568152669
515.0,241.85,8.0,50.0,6.864907455222249
515.0,241.85,8.0,65.0,4.143078845146627
515.0,241.85,8.0,90.0,5.980848696712944
515.0,241.85,8.0,130.0,6.698325448668928
515.0,241.85,8.0,200.0,5.4201202821575105
515.0,241.85,8.0,350.0,5.974177015962338
515.0,241.85,8.0,600.0,4.928098086303355
517.31,244.16,0.5,5.0,
517.31,244.16,0.5,15.0,
517.31,244.16,0.5,25.0,
517.31,244.16,0.5,35.0,
517.31,244.16,0.5,40.0,
517.31,244.16,0.5,50.0,
517.31,244.16,0.5,65.0,5420.100296027918
517.31,244.16,0.5,90.0,998.5462112106592
517.31,244.16,0.5,130.0,554.5810055283911
517.31,244.16,0.5,200.0,698.4858952761559
517.31,244.16,0.5,350.0,441.9196878357856
517.31,244.16,0.5,600.0,440.47624228453515
517.31,244.16,1.0,5.0,
517.31,244.16,1.0,15.0,
517.31,244.16,1.0,25.0,
517.31,244.16,1.0,35.0,682.032249601981
517.31,244.16,1.0,40.0,388.35972567132353
517.31,244.16,1.0,50.0,292.17361845607456
517.31,244.16,1.0,65.0,199.6839290565379
517.31,244.16,1.0,90.0,190.4317552592443
517.31,244.16,1.0,130.0,166.89721765227807
517.31,244.16,1.0,200.0,148.08397461654653
517.31,244.16,1.0,350.0,135.98375224278973
517.31,244.16,1.0,600.0,159.98685531767498
517.31,244.16,2.0,5.0,
517.31,244.16,2.0,15.0,
517.31,244.16,2.0,25.0,78.62028953041147
517.31,244.16,2.0,35.0,64.06214924581464
517.31,244.16,2.0,40.0,69.99230017149712
517.31,244.16,2.0,50.0,63.74138588046839
517.31,244.16,2.0,65.0,38.767328897500626
517.31,244.16,2.0,90.0,42.26445293764383
517.31,244.16,2.0,130.0,51.151848093128855
517.31,244.16,2.0,200.0,43.0624567050344
517.31,244.16,2.0,350.0,39.708696277083355
517.31,244.16,2.0,600.0,36.64009893870904
517.31,244.16,4.0,5.0,
517.31,244.16,4.0,15.0,23.955897790163657
517.31,244.16,4.0,25.0,18.926164116391693
517.31,244.16,4.0,35.0,15.548177733365574
517.31,244.16,4.0,40.0,15.516284382460329
517.31,244.16,4.0,50.0,15.103798093131664
517.31,244.16,4.0,65.0,12.955612590729782
517.31,244.16,4.0,90.0,14.991273860574685
517.31,244.16,4.0,130.0,20.846740891264613
517.31,244.16,4.0,200.0,10.097730776859358
517.31,244.16,4.0,350.0,13.611307505688027
517.31,244.16,4.0,600.0,11.463725836127024
517.31,244.16,8.0,5.0,21.382353178359974
517.31,244.16,8.0,15.0,6.581922722454606
517.31,244.16,8.0,25.0,6.465357845341279
517.31,244.16,8.0,35.0,6.549023064370847
517.31,244.16,8.0,40.0,5.567602089907285
517.31,244.16,8.0,50.0,6.2803807083659136
517.31,244.16,8.0,65.0,3.659915108204257
517.31,244.16,8.0,90.0,6.493415577258286
517.31,244.16,8.0,130.0,5.339814536337528
517.31,244.16,8.0,200.0,5.872413627661087
517.31,244.16,8.0,350.0,4.126592275625897
517.31,244.16,8.0,600.0,4.354959658647727
519.62,246.47,0.5,5.0,
519.62,246.47,0.5,15.0,
519.62,246.47,0.5,25.0,
519.62,246.47,0.5,35.0,
519.62,246.47,0.5,40.0,
519.62,246.47,0.5,50.0,
519.62,246.47,0.5,65.0,5083.366054331434
519.62,246.47,0.5,90.0,1144.7544443991035
519.62,246.47,0.5,130.0,741.2873413921728
519.62,246.47,0.5,200.0,643.0619383644639
519.62,246.47,0.5,350.0,354.3049605951288
519.62,246.47,0.5,600.0,491.92300241894844
519.62,246.47,1.0,5.0,
519.62,246.47,1.0,15.0,
519.62,246.47,1.0,25.0,
519.62,246.47,1.0,35.0,757.746748702278
519.62,246.47,1.0,40.0,419.4414191107442
519.62,246.47,1.0,50.0,216.76639140850864
519.62,246.47,1.0,65.0,216.52224670708975
519.62,246.47,1.0,90.0,112.90488291221078
519.62,246.47,1.0,130.0,154.90625938515495
519.62,246.47,1.0,200.0,101.68703822297468
519.62,246.47,1.0,350.0,119.20296580496817
519.62,246.47,1.0,600.0,111.78917802900557
519.62,246.47,2.0,5.0,
519.62,246.47,2.0,15.0,
519.62,246.47,2.0,25.0,99.11326105625731
519.62,246.47,2.0,35.0,56.676479775325696
519.62,246.47,2.0,40.0,47.9627485813006
519.62,246.47,2.0,50.0,44.04563840577174
519.62,246.47,2.0,65.0,52.34406048484528
519.62,246.47,2.0,90.0,43.2634382233123
519.62,246.47,2.0,130.0,35.49172668435459
519.62,246.47,2.0,200.0,34.710296491076
519.62,246.47,2.0,350.0,27.474762399777703
519.62,246.47,2.0,600.0,36.16640797145957
519.62,246.47,4.0,5.0,
519.62,246.47,4.0,15.0,17.564432694763568
519.62,246.47,4.0,25.0,18.286179887259244
519.62,246.47,4.0,35.0,14.837480697394955
519.62,246.47,4.0,40.0,20.133463833034902
519.62,246.47,4.0,50.0,11.406686970024051
519.62,246.47,4.0,65.0,12.729271345184161
519.62,246.47,4.0,90.0,16.337379372323348
519.62,246.47,4.0,130.0,14.509926912283767
519.62,246.47,4.0,200.0,10.702641374075153
519.62,246.47,4.0,350.0,12.08491250724099
519.62,246.47,4.0,600.0,11.583478886209829
519.62,246.47,8.0,5.0,18.436135317404922
519.62,246.47,8.0,15.0,5.304761855601761
519.62,246.47,8.0,25.0,5.128666800897021
519.62,246.47,8.0,35.0,3.8936448659267504
519.62,246.47,8.0,40.0,4.975040264984357
519.62,246.47,8.0,50.0,5.109949471118099
519.62,246.47,8.0,65.0,4.531420117201902
519.62,246.47,8.0,90.0,3.6183816008377914
519.62,246.47,8.0,130.0,5.276563508586072
519.62,246.47,8.0,200.0,4.755641697429685
519.62,246.47,8.0,350.0,4.0052047618803766
519.62,246.47,8.0,600.0,4.262707063753369
521.92,248.77,0.5,5.0,
521.92,248.77,0.5,15.0,
521.92,248.77,0.5,25.0,
521.92,248.77,0.5,35.0,
521.92,248.77,0.5,40.0,
521.92,248.77,0.5,50.0,
521.92,248.77,0.5,65.0,3580.825946705959
521.92,248.77,0.5,90.0,887.4042130903217
521.92,248.77,0.5,130.0,591.0303227170317
521.92,248.77,0.5,200.0,592.5515555983062
521.92,248.77,0.5,350.0,378.2769275593701
521.92,248.77,0.5,600.0,421.9523452317293
521.92,248.77,1.0,5.0,
521.92,248.77,1.0,15.0,
521.92,248.77,1.0,25.0,
521.92,248.77,1.0,35.0,629.5281035375784
521.92,248.77,1.0,40.0,404.759989666333
521.92,248.77,1.0,50.0,238.6240222575905
521.92,248.77,1.0,65.0,206.39782102528955
521.92,248.77,1.0,90.0,134.96981832209647
521.92,248.77,1.0,130.0,100.11232494352116
521.92,248.77,1.0,200.0,93.22671785536444
521.92,248.77,1.0,350.0,98.4588124172754
521.92,248.77,1.0,600.0,85.09277032089928
521.92,248.77,2.0,5.0,
521.92,248.77,2.0,15.0,
521.92,248.77,2.0,25.0,79.75626654685728
521.92,248.77,2.0,35.0,48.955089888441606
521.92,248.77,2.0,40.0,68.53519394118219
521.92,248.77,2.0,50.0,33.02188542708099
521.92,248.77,2.0,65.0,40.207840865679934
521.92,248.77,2.0,90.0,30.395099203645664
521.92,248.77,2.0,130.0,31.492357670991208
521.92,248.77,2.0,200.0,33.12629057203605
521.92,248.77,2.0,350.0,22.112646798370218
521.92,248.77,2.0,600.0,31.880499031822723
521.92,248.77,4.0,5.0,
521.92,248.77,4.0,15.0,27.437081877806293
521.92,248.77,4.0,25.0,13.76282822405845
521.92,248.77,4.0,35.0,13.645985653763203
521.92,248.77,4.0,40.0,14.800926356809107
521.92,248.77,4.0,50.0,11.837092770039714
521.92,248.77,4.0,65.0,10.684247340726145
521.92,248.77,4.0,90.0,7.996173127538033
521.92,248.77,4.0,130.0,12.047825414456437
521.92,248.77,4.0,200.0,10.533473123988147
521.92,248.77,4.0,350.0,9.052772558183694
521.92,248.77,4.0,600.0,10.64276629750683
521.92,248.77,8.0,5.0,14.600826978562209
521.92,248.77,8.0,15.0,4.907447821256441
521.92,248.77,8.0,25.0,5.133555324210791
521.92,248.77,8.0,35.0,3.6506571244529664
521.92,248.77,8.0,40.0,5.144217290582743
521.92,248.77,8.0,50.0,3.4925931348014014
521.92,248.77,8.0,65.0,3.828044395507677
521.92,248.77,8.0,90.0,5.54744468938551
521.92,248.77,8.0,130.0,4.858401422655026
521.92,248.77,8.0,200.0,4.120211391403672
521.92,248.77,8.0,350.0,3.497430047124118
521.92,248.77,8.0,600.0,3.703264133136453
523.53,250.38,0.5,5.0,
523.53,250.38,0.5,15.0,
523.53,250.38,0.5,25.0,
523.53,250.38,0.5,35.0,
523.53,250.38,0.5,40.0,
523.53,250.38,0.5,50.0,
523.53,250.38,0.5,65.0,4221.454754390405
523.53,250.38,0.5,90.0,968.9714954744136
523.53,250.38,0.5,130.0,588.3976474279413
523.53,250.38,0.5,200.0,456.7081147812294
523.53,250.38,0.5,350.0,375.3618096472157
523.53,250.38,0.5,600.0,287.45264304203124
523.53,250.38,1.0,5.0,
523.53,250.38,1.0,15.0,
523.53,250.38,1.0,25.0,
523.53,250.38,1.0,35.0,588.0052757413448
523.53,250.38,1.0,40.0,416.45997214498357
523.53,250.38,1.0,50.0,184.81271661982007
523.53,250.38,1.0,65.0,163.84293641604418
523.53,250.38,1.0,90.0,120.398178168449
523.53,250.38,1.0,130.0,119.98529712938925
523.53,250.38,1.0,200.0,100.7383271754827
523.53,250.38,1.0,350.0,123.90604674969192
523.53,250.38,1.0,600.0,103.08801624627989
523.53,250.38,2.0,5.0,
523.53,250.38,2.0,15.0,
523.53,250.38,2.0,25.0,57.3497017559407
523.53,250.38,2.0,35.0,54.05204484352556
523.53,250.38,2.0,40.0,39.78353912606552
523.53,250.38,2.0,50.0,36.58992299041628
523.53,250.38,2.0,65.0,38.05697974485996
523.53,250.38,2.0,90.0,31.131084759802658
523.53,250.38,2.0,130.0,36.09585651146415
523.53,250.38,2.0,200.0,26.881341418651306
523.53,250.38,2.0,350.0,26.591936371573986
523.53,250.38,2.0,600.0,25.95877129687326
523.53,250.38,4.0,5.0,
523.53,250.38,4.0,15.0,17.638925295655195
523.53,250.38,4.0,25.0,16.173278958622685
523.53,250.38,4.0,35.0,13.427277295941732
523.53,250.38,4.0,40.0,15.270726789630826
523.53,250.38,4.0,50.0,15.870663089078386
523.53,250.38,4.0,65.0,9.298020457179913
523.53,250.38,4.0,90.0,10.58439770560586
523.53,250.38,4.0,130.0,8.540334102498866
523.53,250.38,4.0,200.0,8.876320204999402
523.53,250.38,4.0,350.0,8.925888516466145
523.53,250.38,4.0,600.0,8.296322192137286
523.53,250.38,8.0,5.0,12.671327152207228
523.53,250.38,8.0,15.0,4.839782985153568
523.53,250.38,8.0,25.0,3.635845315836876
523.53,250.38,8.0,35.0,4.713723724964132
523.53,250.38,8.0,40.0,3.566581266253423
523.53,250.38,8.0,50.0,6.111836820282075
523.53,250.38,8.0,65.0,3.6786514054207005
523.53,250.38,8.0,90.0,3.9125632699851116
523.53,250.38,8.0,130.0,3.1449552807740773
523.53,250.38,8.0,200.0,4.882572535482852
523.53,250.38,8.0,350.0,4.435000220029986
523.53,250.38,8.0,600.0,3.90257838830641
524.23,251.08,0.5,5.0,
524.23,251.08,0.5,15.0,
524.23,251.08,0.5,25.0,
524.23,251.08,0.5,35.0,
524.23,251.08,0.5,40.0,
524.23,251.08,0.5,50.0,
524.23,251.08,0.5,65.0,3306.310343999032
524.23,251.08,0.5,90.0,963.7881336798523
524.23,251.08,0.5,130.0,488.5704720916037
524.23,251.08,0.5,200.0,553.7356491394567
524.23,251.08,0.5,350.0,424.1514619694045
524.23,251.08,0.5,600.0,350.8418468744574
524.23,251.08,1.0,5.0,
524.23,251.08,1.0,15.0,
524.23,251.08,1.0,25.0,
524.23,251.08,1.0,35.0,427.2720510840143
524.23,251.08,1.0,40.0,303.61155267357873
524.23,251.08,1.0,50.0,243.81799732880305
524.23,251.08,1.0,65.0,195.96555322359757
524.23,251.08,1.0,90.0,155.83655171952282
524.23,251.08,1.0,130.0,90.06480320969725
524.23,251.08,1.0,200.0,108.279831466057
524.23,251.08,1.0,350.0,112.0456720040032
524.23,251.08,1.0,600.0,72.20505752810529
524.23,251.08,2.0,5.0,
524.23,251.08,2.0,15.0,
524.23,251.08,2.0,25.0,67.58710368694481
524.23,251.08,2.0,35.0,49.353282783414166
524.23,251.08,2.0,40.0,41.396696292045775
524.23,251.08,2.0,50.0,29.28755852275029
524.23,251.08,2.0,65.0,33.50925550408611
524.23,251.08,2.0,90.0,30.924163811566522
524.23,251.08,2.0,130.0,29.92527969189225
524.23,251.08,2.0,200.0,26.889959498165037
524.23,251.08,2.0,350.0,26.460761461084772
524.23,251.08,2.0,600.0,27.59608740681799
524.23,251.08,4.0,5.0,
524.23,251.08,4.0,15.0,19.885421547850456
524.23,251.08,4.0,25.0,12.6984817100519
524.23,251.08,4.0,35.0,11.136034748690589
524.23,251.08,4.0,40.0,11.611128328842845
524.23,251.08,4.0,50.0,8.205897040058165
524.23,251.08,4.0,65.0,11.298038172517803
524.23,251.08,4.0,90.0,10.149235869281197
524.23,251.08,4.0,130.0,9.932864997990182
524.23,251.08,4.0,200.0,11.165211914662638
524.23,251.08,4.0,350.0,7.0937255905209415
524.23,251.08,4.0,600.0,7.007459385272706
524.23,251.08,8.0,5.0,14.982159917952359
524.23,251.08,8.0,15.0,4.787985506950447
524.23,251.08,8.0,25.0,4.338552154641509
524.23,251.08,8.0,35.0,3.7565644912440037
524.23,251.08,8.0,40.0,4.382364156402771
524.23,251.08,8.0,50.0,4.469839868912608
524.23,251.08,8.0,65.0,4.102169504169034
524.23,251.08,8.0,90.0,3.607195361465933
524.23,251.08,8.0,130.0,2.698273679920465
524.23,251.08,8.0,200.0,4.111585241398796
524.23,251.08,8.0,350.0,4.364600289843163
524.23,251.08,8.0,600.0,3.9846464629962166
526.54,253.39,0.5,5.0,
526.54,253.39,0.5,15.0,
526.54,253.39,0.5,25.0,
526.54,253.39,0.5,35.0,
526.54,253.39,0.5,40.0,
526.54,253.39,0.5,50.0,
526.54,253.39,0.5,65.0,3201.487820753731
526.54,253.39,0.5,90.0,932.6680773493283
526.54,253.39,0.5,130.0,593.7667681022665
526.54,253.39,0.5,200.0,507.1796664296943
526.54,253.39,0.5,350.0,297.3778862196636
526.54,253.39,0.5,600.0,301.79870618811725
526.54,253.39,1.0,5.0,
526.54,253.39,1.0,15.0,
526.54,253.39,1.0,25.0,
526.54,253.39,1.0,35.0,621.8362839831251
526.54,253.39,1.0,40.0,320.4037003138661
526.54,253.39,1.0,50.0,167.89981863777436
526.54,253.39,1.0,65.0,156.9469018703326
526.54,253.39,1.0,90.0,129.92277630358987
526.54,253.39,1.0,130.0,104.60952317802581
526.54,253.39,1.0,200.0,96.55690859629954
526.54,253.39,1.0,350.0,83.5530839485612
526.54,253.39,1.0,600.0,104.34586714963993
526.54,253.39,2.0,5.0,
526.54,253.39,2.0,15.0,
526.54,253.39,2.0,25.0,53.3678124067301
526.54,253.39,2.0,35.0,39.155408831734505
526.54,253.39,2.0,40.0,39.1606475005763
526.54,253.39,2.0,50.0,39.82675585495622
526.54,253.39,2.0,65.0,25.375374222757717
526.54,253.39,2.0,90.0,24.090027069879284
526.54,253.39,2.0,130.0,20.347619800488058
526.54,253.39,2.0,200.0,26.54620291968631
526.54,253.39,2.0,350.0,21.58670565072951
526.54,253.39,2.0,600.0,23.656932181300483
526.54,253.39,4.0,5.0,
526.54,253.39,4.0,15.0,18.551194398448132
526.54,253.39,4.0,25.0,10.898485142393495
526.54,253.39,4.0,35.0,11.06774061668014
526.54,253.39,4.0,40.0,9.88401637268705
526.54,253.39,4.0,50.0,10.930055093538535
526.54,253.39,4.0,65.0,10.19657416999509
526.54,253.39,4.0,90.0,8.259810030642596
526.54,253.39,4.0,130.0,8.691155709340705
526.54,253.39,4.0,200.0,10.205869423535434
526.54,253.39,4.0,350.0,9.105223804862865
526.54,253.39,4.0,600.0,6.897884287178956
526.54,253.39,8.0,5.0,14.322633473809521
526.54,253.39,8.0,15.0,3.677357616297441
526.54,253.39,8.0,25.0,4.719013937016338
526.54,253.39,8.0,35.0,4.238237451486853
526.54,253.39,8.0,40.0,3.740154311491596
526.54,253.39,8.0,50.0,3.59214832994875
526.54,253.39,8.0,65.0,3.337668663060908
526.54,253.39,8.0,90.0,3.749198872878118
526.54,253.39,8.0,130.0,3.160902641999809
526.54,253.39,8.0,200.0,3.4262537619492672
526.54,253.39,8.0,350.0,3.738805697056609
526.54,253.39,8.0,600.0,3.00177147966164
528.85,255.7,0.5,5.0,
528.85,255.7,0.5,15.0,
528.85,255.7,0.5,25.0,
528.85,255.7,0.5,35.0,
528.85,255.7,0.5,40.0,
528.85,255.7,0.5,50.0,
528.85,255.7,0.5,65.0,3008.351598967011
528.85,255.7,0.5,90.0,636.5637603114218
528.85,255.7,0.5,130.0,401.8164596067704
528.85,255.7,0.5,200.0,275.62541915753036
528.85,255.7,0.5,350.0,341.77535673385927
528.85,255.7,0.5,600.0,369.9340759667156
528.85,255.7,1.0,5.0,
528.85,255.7,1.0,15.0,
528.85,255.7,1.0,25.0,
528.85,255.7,1.0,35.0,621.8162128094441
528.85,255.7,1.0,40.0,224.8237514891269
528.85,255.7,1.0,50.0,199.92734255343498
528.85,255.7,1.0,65.0,164.89192208194493
528.85,255.7,1.0,90.0,100.47196081435752
528.85,255.7,1.0,130.0,94.68129476940861
528.85,255.7,1.0,200.0,62.443993598584115
528.85,255.7,1.0,350.0,81.65945930623501
528.85,255.7,1.0,600.0,64.37300805531973
528.85,255.7,2.0,5.0,
528.85,255.7,2.0,15.0,
528.85,255.7,2.0,25.0,56.855676683446156
528.85,255.7,2.0,35.0,30.560717241530604
528.85,255.7,2.0,40.0,38.31005702700608
528.85,255.7,2.0,50.0,36.76814809987482
528.85,255.7,2.0,65.0,25.51247044213879
528.85,255.7,2.0,90.0,22.332951955185788
528.85,255.7,2.0,130.0,18.056016441002793
528.85,255.7,2.0,200.0,22.926182446448482
528.85,255.7,2.0,350.0,21.133165199363443
528.85,255.7,2.0,600.0,17.93842357136163
528.85,255.7,4.0,5.0,
528.85,255.7,4.0,15.0,16.24100875672951
528.85,255.7,4.0,25.0,10.131190575499804
528.85,255.7,4.0,35.0,8.217295311393054
528.85,255.7,4.0,40.0,8.592527741362005
528.85,255.7,4.0,50.0,10.481943023326423
528.85,255.7,4.0,65.0,9.388469787524366
528.85,255.7,4.0,90.0,8.116888751965996
528.85,255.7,4.0,130.0,8.8350664556065
528.85,255.7,4.0,200.0,6.622837302832
528.85,255.7,4.0,350.0,7.790900625660138
528.85,255.7,4.0,600.0,7.854735404320522
528.85,255.7,8.0,5.0,10.927494553599148
528.85,255.7,8.0,15.0,4.172285584027846
528.85,255.7,8.0,25.0,3.0676661961181817
528.85,255.7,8.0,35.0,3.5440316240624465
528.85,255.7,8.0,40.0,3.513743709697857
528.85,255.7,8.0,50.0,2.0459264605799943
528.85,255.7,8.0,65.0,3.7189167903594145
528.85,255.7,8.0,90.0,1.9364916229921634
528.85,255.7,8.0,130.0,2.7519952470066955
528.85,255.7,8.0,200.0,3.4840429249969134
528.85,255.7,8.0,350.0,2.8253782591855665
528.85,255.7,8.0,600.0,2.367429766935577
531.15,258.0,0.5,5.0,
531.15,258.0,0.5,15.0,
531.15,258.0,0.5,25.0,
531.15,258.0,0.5,35.0,
531.15,258.0,0.5,40.0,
531.15,258.0,0.5,50.0,
531.15,258.0,0.5,65.0,2530.890579405815
531.15,258.0,0.5,90.0,802.7841552459354
531.15,258.0,0.5,130.0,319.33836886654666
531.15,258.0,0.5,200.0,388.17696784396236
531.15,258.0,0.5,350.0,274.5750544262164
531.15,258.0,0.5,600.0,213.13780862222345
531.15,258.0,1.0,5.0,
531.15,258.0,1.0,15.0,
531.15,258.0,1.0,25.0,
531.15,258.0,1.0,35.0,415.79343166181087
531.15,258.0,1.0,40.0,222.61780010444076
531.15,258.0,1.0,50.0,184.5591857890609
531.15,258.0,1.0,65.0,134.37697145814582
531.15,258.0,1.0,90.0,75.13876682003037
531.15,258.0,1.0,130.0,79.32641195317736
531.15,258.0,1.0,200.0,67.00630841230912
531.15,258.0,1.0,350.0,86.08923238269645
531.15,258.0,1.0,600.0,55.73030736891965
531.15,258.0,2.0,5.0,
531.15,258.0,2.0,15.0,
531.15,258.0,2.0,25.0,63.43500202121604
531.15,258.0,2.0,35.0,34.73376507951821
531.15,258.0,2.0,40.0,26.810783129373895
531.15,258.0,2.0,50.0,25.74330286103776
531.15,258.0,2.0,65.0,22.993512989917807
531.15,258.0,2.0,90.0,19.77106470618645
531.15,258.0,2.0,130.0,22.87208210857625
531.15,258.0,2.0,200.0,17.936987160296447
531.15,258.0,2.0,350.0,15.026846758178072
531.15,258.0,2.0,600.0,19.326109997303085
531.15,258.0,4.0,5.0,
531.15,258.0,4.0,15.0,10.46429320810335
531.15,258.0,4.0,25.0,8.750412810554028
531.15,258.0,4.0,35.0,7.61444184900027
531.15,258.0,4.0,40.0,7.405381886672109
531.15,258.0,4.0,50.0,10.890746226536193
531.15,258.0,4.0,65.0,7.817103746401124
531.15,258.0,4.0,90.0,7.760657750116507
531.15,258.0,4.0,130.0,5.574561947928998
531.15,258.0,4.0,200.0,6.458368983951275
531.15,258.0,4.0,350.0,7.237001442084587
531.15,258.0,4.0,600.0,5.954513534123969
531.15,258.0,8.0,5.0,12.143299809403961
531.15,258.0,8.0,15.0,2.9492513502903965
531.15,258.0,8.0,25.0,2.985710622894761
531.15,258.0,8.0,35.0,2.717452099898837
531.15,258.0,8.0,40.0,2.9962513152615293
531.15,258.0,8.0,50.0,2.601691485142657
531.15,258.0,8.0,65.0,2.699490767048209
531.15,258.0,8.0,90.0,2.6682261135465626
531.15,258.0,8.0,130.0,2.4433889576128713
531.15,258.0,8.0,200.0,2.9036421540349577
531.15,258.0,8.0,350.0,2.775425662210275
531.15,258.0,8.0,600.0,2.630703485073116
533.46,260.31,0.5,5.0,
533.46,260.31,0.5,15.0,
533.46,260.31,0.5,25.0,
533.46,260.31,0.5,35.0,
